Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,626,Timor-Leste,2016,Female,35 to 39 years old,-,-,30.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,626,Timor-Leste,2016,Female,40 to 44 years old,-,-,38.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,626,Timor-Leste,2016,Female,20 to 24 years old,-,-,32.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,626,Timor-Leste,2016,Female,45 to 49 years old,-,-,27.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,626,Timor-Leste,2016,Female,15 to 19 years old,-,-,37.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,626,Timor-Leste,2016,Female,25 to 29 years old,-,-,36,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,704,Viet Nam,2010,Female,30 to 34 years old,-,-,11,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,704,Viet Nam,2010,Female,35 to 39 years old,-,-,11.1,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,704,Viet Nam,2010,Female,40 to 44 years old,-,-,9.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,704,Viet Nam,2010,Female,45 to 49 years old,-,-,8.6,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,704,Viet Nam,2010,Female,25 to 29 years old,-,-,12.9,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,704,Viet Nam,2010,Female,18 to 49 years old,-,-,10.8,-,-,Percentage,Country data,-,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 18-60,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,South-eastern Asia,704,Viet Nam,2010,Female,18 to 24 years old,-,-,15.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Eastern Asia,496,Mongolia,2017,Female,15 to 49 years old,-,-,14.7,-,-,Percentage,Country data,-,Based on definition used in the WHO multi-country study on women’s health and domestic violence; women aged 15-64,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Eastern Asia,496,Mongolia,2017,Female,35 to 39 years old,-,-,12.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Eastern Asia,496,Mongolia,2017,Female,40 to 44 years old,-,-,14.8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Eastern Asia,496,Mongolia,2017,Female,20 to 24 years old,-,-,16.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Eastern Asia,496,Mongolia,2017,Female,45 to 49 years old,-,-,9.5,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Eastern Asia,496,Mongolia,2017,Female,15 to 19 years old,-,-,8,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Eastern Asia,496,Mongolia,2017,Female,25 to 29 years old,-,-,17.4,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,Eastern Asia,496,Mongolia,2017,Female,30 to 35 years old,-,-,17.7,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,-,62,-,2017,Female,15 to 49 years old,-,-,23,-,-,Percentage,Estimated data,-,Based on 7 countries with a population coverage of 81 per cent,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,-,143,-,2017,Female,15 to 49 years old,-,-,18.2,-,-,Percentage,Estimated data,-,Based on 2 countries with a population coverage of 21 per cent; caution is advised when interpreting this figure as it is not fully representative of the population in this region.,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,-,753,-,2017,Female,15 to 49 years old,-,-,9,-,-,Percentage,Estimated data,-,Based on 7 countries with a population coverage of 13 per cent; caution is advised when interpreting this figure as it is not fully representative of the population in this region.,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,-,30,-,2017,Female,15 to 49 years old,-,-,14.7,-,-,Percentage,Estimated data,-,Based on one country with a population coverage of 0 per cent; caution is advised when interpreting this figure as it is not fully representative of the population in this region.,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,-,150,-,2017,Female,15 to 49 years old,-,-,6.1,-,-,Percentage,Estimated data,-,Based on 29 countries with a population coverage of 74 per cent,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,-,513,-,2017,Female,15 to 49 years old,-,-,6.1,-,-,Percentage,Estimated data,-,Based on 29 countries with a population coverage of 49 per cent; caution is advised when interpreting this figure as it is not fully representative of the population in this region.,-,-,-,-,-,-
Proportion of ever-partnered women and girls aged 15 years and older subjected to physical  sexual or psychological violence by a current or former intimate partner in the previous 12 months  by form of violence and by age,-,432,-,2017,Female,15 to 49 years old,-,-,21.8,-,-,Percentage,Estimated data,-,Based on 22 countries with a population coverage of 80 per cent,-,-,-,-,-,-
